verse	position	greek	strong	transliteration	gloss	inflected
13:37	14	ἀνθρώπου	G444	anthrōpou	of Man	of Man
13:38	1	δὲ	G1161	de	-	-
13:38	2	ὁ	G3588	ho	-	-
13:38	3	ἀγρός	G68	agros	[The] field	[The] field
13:38	4	ἐστιν	G1510	estin	is	is
13:38	5	ὁ	G3588	ho	the	the
13:38	6	κόσμος	G2889	kosmos	world	world
13:38	7	δὲ	G1161	de	and	and
13:38	8	τὸ	G3588	to	-	-
13:38	9	καλὸν	G2570	kalon	[the] good	[the] good
13:38	10	σπέρμα	G4690	sperma	seed	seed
13:38	11	οὗτοί	G3778	houtoi	represents	represents
13:38	12	εἰσιν	G1510	eisin	. . .	. . .
13:38	13	οἱ	G3588	hoi	the	the
13:38	14	υἱοὶ	G5207	huioi	sons	sons
13:38	15	τῆς	G3588	tēs	of the	of the
13:38	16	βασιλείας	G932	basileias	kingdom	kingdom
13:38	17	δὲ	G1161	de	-	-
13:38	18	τὰ	G3588	ta	-	-
13:38	19	ζιζάνιά	G2215	zizania	[The] weeds	[The] weeds
13:38	20	εἰσιν	G1510	eisin	are	are
13:38	21	οἱ	G3588	hoi	the	the
13:38	22	υἱοὶ	G5207	huioi	sons	sons
13:38	23	τοῦ	G3588	tou	of the	of the
13:38	24	πονηροῦ	G4190	ponērou	evil [one]	evil [one]
13:39	1	δὲ	G1161	de	and	and
13:39	2	ὁ	G3588	ho	the	the
13:39	3	ἐχθρὸς	G2190	echthros	enemy	enemy
13:39	4	ὁ	G3588	ho	-	-
13:39	5	σπείρας	G4687	speiras	who sows	who sows
13:39	6	αὐτά	G846	auta	them	them
13:39	7	ἐστιν	G1510	estin	is	is
13:39	8	ὁ	G3588	ho	the	the
13:39	9	διάβολος	G1228	diabolos	devil	devil
13:39	10	δὲ	G1161	de	-	-
13:39	11	ὁ	G3588	ho	The	The
13:39	12	θερισμὸς	G2326	therismos	harvest	harvest
13:39	13	ἐστιν	G1510	estin	is	is
13:39	14	συντέλεια	G4930	synteleia	[the] end	[the] end
13:39	15	αἰῶνός	G165	aiōnos	of the age	of the age
13:39	16	δὲ	G1161	de	and	and
13:39	17	οἱ	G3588	hoi	-	-
13:39	18	θερισταὶ	G2327	theristai	[the] harvesters	[the] harvesters
13:39	19	εἰσιν	G1510	eisin	are	are
13:39	20	ἄγγελοί	G32	angeloi	angels	angels
13:40	1	οὖν	G3767	oun	vvv	vvv
13:40	2	Ὥσπερ	G5618	Hōsper	As	As
13:40	3	τὰ	G3588	ta	the	the
13:40	4	ζιζάνια	G2215	zizania	weeds	weeds
13:40	5	συλλέγεται	G4816	syllegetai	are collected	are collected
13:40	6	καὶ	G2532	kai	and	and
13:40	7	κατακαίεται	G2618	katakaietai	burned	burned
13:40	8	πυρὶ	G4442	pyri	in the fire	in the fire
13:40	9	οὕτως	G3779	houtōs	so	so
13:40	10	ἔσται	G1510	estai	will it be	will it be
13:40	11	ἐν	G1722	en	at	at
13:40	12	τῇ	G3588	tē	the	the
13:40	13	συντελείᾳ	G4930	synteleia	end	end
13:40	14	τοῦ	G3588	tou	of the	of the
13:40	15	αἰῶνος	G165	aiōnos	age	age
13:41	1	ὁ	G3588	ho	The	The
13:41	2	Υἱὸς	G5207	Huios	Son	Son
13:41	3	τοῦ	G3588	tou	-	-
13:41	4	ἀνθρώπου	G444	anthrōpou	of Man	of Man
13:41	5	ἀποστελεῖ	G649	apostelei	will send out	will send out
13:41	6	αὐτοῦ	G846	autou	His	His
13:41	7	τοὺς	G3588	tous	-	-
13:41	8	ἀγγέλους	G32	angelous	angels	angels
13:41	9	καὶ	G2532	kai	and	and
13:41	10	συλλέξουσιν	G4816	syllexousin	they will weed	they will weed
13:41	11	ἐκ	G1537	ek	out of	out of
13:41	12	αὐτοῦ	G846	autou	His	His
13:41	13	τῆς	G3588	tēs	-	-
13:41	14	βασιλείας	G932	basileias	kingdom	kingdom
13:41	15	πάντα	G3956	panta	every	every
13:41	16	τὰ	G3588	ta	-	-
13:41	17	σκάνδαλα	G4625	skandala	cause of sin	cause of sin
13:41	18	καὶ	G2532	kai	and	and
13:41	19	τοὺς	G3588	tous	all who	all who
13:41	20	ποιοῦντας	G4160	poiountas	practice	practice
13:41	21	τὴν	G3588	tēn	-	-
13:41	22	ἀνομίαν	G458	anomian	lawlessness	lawlessness
13:42	1	καὶ	G2532	kai	And	And
13:42	2	βαλοῦσιν	G906	balousin	they will throw	they will throw
13:42	3	αὐτοὺς	G846	autous	them	them
13:42	4	εἰς	G1519	eis	into	into
13:42	5	τὴν	G3588	tēn	the	the
13:42	6	τοῦ	G3588	tou	vvv	vvv
13:42	7	πυρός	G4442	pyros	fiery	fiery
13:42	8	κάμινον	G2575	kaminon	furnace	furnace
13:42	9	ἐκεῖ	G1563	ekei	[where] there	[where] there
13:42	10	ἔσται	G1510	estai	will be	will be
13:42	11	ὁ	G3588	ho	-	-
13:42	12	κλαυθμὸς	G2805	klauthmos	weeping	weeping
13:42	13	καὶ	G2532	kai	and	and
13:42	14	ὁ	G3588	ho	-	-
13:42	15	βρυγμὸς	G1030	brygmos	gnashing	gnashing
13:42	16	τῶν	G3588	tōn	of	of
13:42	17	ὀδόντων	G3599	odontōn	teeth	teeth
13:43	1	τότε	G5119	tote	Then	Then
13:43	2	οἱ	G3588	hoi	the	the
13:43	3	δίκαιοι	G1342	dikaioi	righteous	righteous
13:43	4	ἐκλάμψουσιν	G1584	eklampsousin	will shine	will shine
13:43	5	ὡς	G5613	hōs	like	like
13:43	6	ὁ	G3588	ho	the	the
13:43	7	ἥλιος	G2246	hēlios	sun	sun
13:43	8	ἐν	G1722	en	in	in
13:43	9	τῇ	G3588	tē	the	the
13:43	10	βασιλείᾳ	G932	basileia	kingdom	kingdom
13:43	11	τοῦ	G3588	tou	of	of
13:43	12	αὐτῶν	G846	autōn	their	their
13:43	13	Πατρὸς	G3962	Patros	Father	Father
13:43	14	Ὁ	G3588	Ho	He who	He who
13:43	15	ἔχων	G2192	echōn	has	has
13:43	16	ὦτα	G3775	ōta	ears	ears
13:43	17	ἀκουέτω	G191	akouetō	let him hear	let him hear
13:44	1	ἡ	G3588	hē	The	The
13:44	2	βασιλεία	G932	basileia	kingdom	kingdom
13:44	3	τῶν	G3588	tōn	of	of
13:44	4	οὐρανῶν	G3772	ouranōn	heaven	heaven
13:44	5	ἐστὶν	G1510	estin	is	is
13:44	6	Ὁμοία	G3664	Homoia	like	like
13:44	7	θησαυρῷ	G2344	thēsaurō	treasure	treasure
13:44	8	κεκρυμμένῳ	G2928	kekrymmenō	hidden	hidden
13:44	9	ἐν	G1722	en	in	in
13:44	10	τῷ	G3588	tō	-	-
13:44	11	ἀγρῷ	G68	agrō	a field	a field
13:44	12	ἄνθρωπος	G444	anthrōpos	[When a] man	[When a] man
13:44	13	εὑρὼν	G2147	heurōn	found	found
13:44	14	ὃν	G3739	hon	[it]	[it]
13:44	15	ἔκρυψεν	G2928	ekrypsen	he hid [it again]	he hid [it again]
13:44	16	καὶ	G2532	kai	and	and
13:44	17	ἀπὸ	G575	apo	in	in
13:44	18	τῆς	G3588	tēs	[his]	[his]
13:44	19	αὐτοῦ	G846	autou	. . .	. . .
13:44	20	χαρᾶς	G5479	charas	joy	joy
13:44	21	ὑπάγει	G5217	hypagei	he went	he went
13:44	22	καὶ	G2532	kai	and	and
13:44	23	πωλεῖ	G4453	pōlei	sold	sold
13:44	24	πάντα	G3956	panta	all	all
13:44	25	ὅσα	G3745	hosa	-	-
13:44	26	ἔχει	G2192	echei	he had	he had
13:44	27	καὶ	G2532	kai	and	and
13:44	28	ἀγοράζει	G59	agorazei	bought	bought
13:44	29	ἐκεῖνον	G1565	ekeinon	that	that
13:44	30	τὸν	G3588	ton	-	-
13:44	31	ἀγρὸν	G68	agron	field	field
13:45	1	Πάλιν	G3825	Palin	Again	Again
13:45	2	ἡ	G3588	hē	the	the
13:45	3	βασιλεία	G932	basileia	kingdom	kingdom
13:45	4	τῶν	G3588	tōn	of	of
13:45	5	οὐρανῶν	G3772	ouranōn	heaven	heaven
13:45	6	ἐστὶν	G1510	estin	is	is
13:45	7	ὁμοία	G3664	homoia	like	like
13:45	8	ἀνθρώπῳ	G444	anthrōpō	vvv	vvv
13:45	9	ἐμπόρῳ	G1713	emporō	a merchant	a merchant
13:45	10	ζητοῦντι	G2212	zētounti	in search of	in search of
13:45	11	καλοὺς	G2570	kalous	fine	fine
13:45	12	μαργαρίτας	G3135	margaritas	pearls	pearls
13:46	1	δὲ	G1161	de	When	When
13:46	2	εὑρὼν	G2147	heurōn	he found	he found
13:46	3	ἕνα	G1520	hena	one	one
13:46	4	πολύτιμον	G4186	polytimon	very precious	very precious
13:46	5	μαργαρίτην	G3135	margaritēn	pearl	pearl
13:46	6	ἀπελθὼν	G565	apelthōn	he went away	he went away
13:46	7	πέπρακεν	G4097	pepraken	[and] sold	[and] sold
13:46	8	πάντα	G3956	panta	all	all
13:46	9	ὅσα	G3745	hosa	-	-
13:46	10	εἶχεν	G2192	eichen	he had	he had
13:46	11	καὶ	G2532	kai	and	and
13:46	12	ἠγόρασεν	G59	ēgorasen	bought	bought
13:46	13	αὐτόν	G846	auton	it	it
13:47	1	Πάλιν	G3825	Palin	Once again	Once again
13:47	2	ἡ	G3588	hē	the	the
13:47	3	βασιλεία	G932	basileia	kingdom	kingdom
13:47	4	τῶν	G3588	tōn	of	of
13:47	5	οὐρανῶν	G3772	ouranōn	heaven	heaven
13:47	6	ἐστὶν	G1510	estin	is	is
13:47	7	ὁμοία	G3664	homoia	like	like
13:47	8	σαγήνῃ	G4522	sagēnē	a net	a net
13:47	9	βληθείσῃ	G906	blētheisē	that was cast	that was cast
13:47	10	εἰς	G1519	eis	into	into
13:47	11	τὴν	G3588	tēn	the	the
13:47	12	θάλασσαν	G2281	thalassan	sea	sea
13:47	13	καὶ	G2532	kai	and	and
13:47	14	συναγαγούσῃ	G4863	synagagousē	caught	caught
13:47	15	ἐκ	G1537	ek	-	-
13:47	16	παντὸς	G3956	pantos	all	all
13:47	17	γένους	G1085	genous	kinds [of fish]	kinds [of fish]
13:48	1	ἣν	G3739	hēn	-	-
13:48	2	ὅτε	G3753	hote	When	When
13:48	3	ἐπληρώθη	G4137	eplērōthē	it was full	it was full
13:48	4	ἀναβιβάσαντες	G307	anabibasantes	[the men] pulled [it]	[the men] pulled [it]
13:48	5	ἐπὶ	G1909	epi	vvv	vvv
13:48	6	τὸν	G3588	ton	vvv	vvv
13:48	7	αἰγιαλὸν	G123	aigialon	ashore	ashore
13:48	8	καὶ	G2532	kai	Then	Then
13:48	9	καθίσαντες	G2523	kathisantes	they sat down	they sat down
13:48	10	συνέλεξαν	G4816	synelexan	[and] sorted	[and] sorted
13:48	11	τὰ	G3588	ta	the	the
13:48	12	καλὰ	G2570	kala	good [fish]	good [fish]
13:48	13	εἰς	G1519	eis	into	into
13:48	14	ἄγγη	G30	angē	containers	containers
13:48	15	δὲ	G1161	de	but	but
13:48	16	ἔβαλον	G906	ebalon	threw	threw
13:48	17	τὰ	G3588	ta	the	the
13:48	18	σαπρὰ	G4550	sapra	bad	bad
13:48	19	ἔξω	G1854	exō	away	away
13:49	1	Οὕτως	G3779	Houtōs	So	So
13:49	2	ἔσται	G1510	estai	will it be	will it be
13:49	3	ἐν	G1722	en	at	at
13:49	4	τῇ	G3588	tē	the	the
13:49	5	συντελείᾳ	G4930	synteleia	end	end
13:49	6	τοῦ	G3588	tou	of the	of the
13:49	7	αἰῶνος	G165	aiōnos	age	age
13:49	8	οἱ	G3588	hoi	The	The
13:49	9	ἄγγελοι	G32	angeloi	angels	angels
13:49	10	ἐξελεύσονται	G1831	exeleusontai	will come	will come
13:49	11	καὶ	G2532	kai	and	and
13:49	12	ἀφοριοῦσιν	G873	aphoriousin	separate	separate
13:49	13	τοὺς	G3588	tous	the	the
13:49	14	πονηροὺς	G4190	ponērous	wicked	wicked
13:49	15	ἐκ	G1537	ek	from	from
13:49	16	μέσου	G3319	mesou	. . .	. . .
13:49	17	τῶν	G3588	tōn	the	the
13:49	18	δικαίων	G1342	dikaiōn	righteous	righteous
13:50	1	καὶ	G2532	kai	and	and
13:50	2	βαλοῦσιν	G906	balousin	throw	throw
13:50	3	αὐτοὺς	G846	autous	them	them
13:50	4	εἰς	G1519	eis	into	into
13:50	5	τὴν	G3588	tēn	the	the
13:50	6	τοῦ	G3588	tou	vvv	vvv
13:50	7	πυρός	G4442	pyros	fiery	fiery
13:50	8	κάμινον	G2575	kaminon	furnace	furnace
13:50	9	ἐκεῖ	G1563	ekei	[where] there	[where] there
13:50	10	ἔσται	G1510	estai	will be	will be
13:50	11	ὁ	G3588	ho	-	-
13:50	12	κλαυθμὸς	G2805	klauthmos	weeping	weeping
13:50	13	καὶ	G2532	kai	and	and
13:50	14	ὁ	G3588	ho	-	-
13:50	15	βρυγμὸς	G1030	brygmos	gnashing	gnashing
13:50	16	τῶν	G3588	tōn	of	of
13:50	17	ὀδόντων	G3599	odontōn	teeth	teeth
13:51	1	Συνήκατε	G4920	Synēkate	Have you understood	Have you understood
13:51	2	πάντα	G3956	panta	all	all
13:51	3	ταῦτα	G3778	tauta	these things	these things
13:51	4	Ναί	G3483	Nai	Yes	Yes
13:51	5	Λέγουσιν	G3004	Legousin	they answered	they answered
13:51	6	αὐτῷ	G846	autō	-	-
13:52	1	δὲ	G1161	de	Then	Then
13:52	2	Ὁ	G3588	Ho	-	-
13:52	3	εἶπεν	G2036	eipen	He told	He told
13:52	4	αὐτοῖς	G846	autois	them	them
13:52	5	Διὰ	G1223	Dia	For this reason	For this reason
13:52	6	τοῦτο	G3778	touto	. . .	. . .
13:52	7	πᾶς	G3956	pas	every	every
13:52	8	γραμματεὺς	G1122	grammateus	scribe	scribe
13:52	9	μαθητευθεὶς	G3100	mathēteutheis	who has been discipled	who has been discipled
13:52	10	τῇ	G3588	tē	in the	in the
13:52	11	βασιλείᾳ	G932	basileia	kingdom	kingdom
13:52	12	τῶν	G3588	tōn	of	of
13:52	13	οὐρανῶν	G3772	ouranōn	heaven	heaven
13:52	14	ἐστιν	G1510	estin	is	is
13:52	15	ὅμοιός	G3664	homoios	like	like
13:52	16	ἀνθρώπῳ	G444	anthrōpō	vvv	vvv
13:52	17	οἰκοδεσπότῃ	G3617	oikodespotē	a homeowner	a homeowner
13:52	18	ὅστις	G3748	hostis	who	who
13:52	19	ἐκβάλλει	G1544	ekballei	brings	brings
13:52	20	ἐκ	G1537	ek	out of	out of
13:52	21	αὐτοῦ	G846	autou	his	his
13:52	22	τοῦ	G3588	tou	-	-
13:52	23	θησαυροῦ	G2344	thēsaurou	storeroom	storeroom
13:52	24	καινὰ	G2537	kaina	new [treasures]	new [treasures]
13:52	25	καὶ	G2532	kai	as well as	as well as
13:52	26	παλαιά	G3820	palaia	old	old
13:53	1	Καὶ	G2532	Kai	-	-
13:53	2	ἐγένετο	G1096	egeneto	-	-
13:53	3	ὅτε	G3753	hote	When	When
13:53	4	ὁ	G3588	ho	-	-
13:53	5	Ἰησοῦς	G2424	Iēsous	Jesus	Jesus
13:53	6	ἐτέλεσεν	G5055	etelesen	had finished	had finished
13:53	7	ταύτας	G3778	tautas	these	these
13:53	8	τὰς	G3588	tas	-	-
13:53	9	παραβολὰς	G3850	parabolas	parables	parables
13:53	10	μετῆρεν	G3332	metēren	He withdrew	He withdrew
13:53	11	ἐκεῖθεν	G1564	ekeithen	from that place	from that place
13:54	1	καὶ	G2532	kai	-	-
13:54	2	ἐλθὼν	G2064	elthōn	Coming	Coming
13:54	3	εἰς	G1519	eis	to	to
13:54	4	αὐτοῦ	G846	autou	His hometown	His hometown
13:54	5	τὴν	G3588	tēn	. . .	. . .
13:54	6	πατρίδα	G3968	patrida	. . .	. . .
13:54	7	ἐδίδασκεν	G1321	edidasken	He taught	He taught
13:54	8	αὐτοὺς	G846	autous	[the people]	[the people]
13:54	9	ἐν	G1722	en	in	in
13:54	10	αὐτῶν	G846	autōn	their	their
13:54	11	τῇ	G3588	tē	-	-
13:54	12	συναγωγῇ	G4864	synagōgē	synagogue	synagogue
13:54	13	ὥστε	G5620	hōste	and	and
13:54	14	αὐτοὺς	G846	autous	they	they
13:54	15	ἐκπλήσσεσθαι	G1605	ekplēssesthai	were astonished	were astonished
13:54	16	Πόθεν	G4159	Pothen	Where did this man get	Where did this man get
13:54	17	τούτῳ	G3778	toutō	. . .	. . .
13:54	18	αὕτη	G3778	hautē	such	such
13:54	19	ἡ	G3588	hē	-	-
13:54	20	σοφία	G4678	sophia	wisdom	wisdom
13:54	21	καὶ	G2532	kai	and	and
13:54	22	αἱ	G3588	hai	-	-
13:54	23	δυνάμεις	G1411	dynameis	miraculous powers	miraculous powers
13:54	24	καὶ	G2532	kai	-	-
13:54	25	λέγειν	G3004	legein	they asked	they asked
13:55	1	ἐστιν	G1510	estin	Isn’t	Isn’t
13:55	2	οὐχ	G3756	ouch	. . .	. . .
13:55	3	οὗτός	G3778	houtos	this	this
13:55	4	ὁ	G3588	ho	the	the
13:55	5	τοῦ	G3588	tou	vvv	vvv
13:55	6	τέκτονος	G5045	tektonos	carpenter’s	carpenter’s
13:55	7	υἱός	G5207	huios	son	son
13:55	8	οὐχ	G3756	ouch	Isn’t	Isn’t
13:55	9	αὐτοῦ	G846	autou	His	His
13:55	10	ἡ	G3588	hē	-	-
13:55	11	μήτηρ	G3384	mētēr	mother’s	mother’s
13:55	12	λέγεται	G3004	legetai	name	name
13:55	13	Μαριὰμ	G3137	Mariam	Mary	Mary
13:55	14	καὶ	G2532	kai	and [aren’t]	and [aren’t]
13:55	15	αὐτοῦ	G846	autou	His	His
13:55	16	οἱ	G3588	hoi	-	-
13:55	17	ἀδελφοὶ	G80	adelphoi	brothers	brothers
13:55	18	Ἰάκωβος	G2385	Iakōbos	James	James
13:55	19	καὶ	G2532	kai	-	-
13:55	20	Ἰωσὴφ	G2501	Iōsēph	Joseph	Joseph
13:55	21	καὶ	G2532	kai	-	-
13:55	22	Σίμων	G4613	Simōn	Simon	Simon
13:55	23	καὶ	G2532	kai	and	and
13:55	24	Ἰούδας	G2455	Ioudas	Judas	Judas
13:56	1	εἰσιν	G1510	eisin	Aren’t	Aren’t
13:56	2	οὐχὶ	G3780	ouchi	. . .	. . .
13:56	3	πᾶσαι	G3956	pasai	all	all
13:56	4	αὐτοῦ	G846	autou	His	His
13:56	5	αἱ	G3588	hai	-	-
13:56	6	ἀδελφαὶ	G79	adelphai	sisters	sisters
13:56	7	πρὸς	G4314	pros	with	with
13:56	8	ἡμᾶς	G1473	hēmas	us	us
13:56	9	καὶ	G2532	kai	as well	as well
13:56	10	πόθεν	G4159	pothen	Where	Where
13:56	11	οὖν	G3767	oun	then	then
13:56	12	τούτῳ	G3778	toutō	[did] this [man]	[did] this [man]
13:56	13	πάντα	G3956	panta	[get] all	[get] all
13:56	14	ταῦτα	G3778	tauta	these things	these things
13:57	1	καὶ	G2532	kai	And	And
13:57	2	ἐσκανδαλίζοντο	G4624	eskandalizonto	they took offense	they took offense
13:57	3	ἐν	G1722	en	at	at
13:57	4	αὐτῷ	G846	autō	Him	Him
13:57	5	δὲ	G1161	de	But	But
13:57	6	Ὁ	G3588	Ho	-	-
13:57	7	Ἰησοῦς	G2424	Iēsous	Jesus	Jesus
13:57	8	εἶπεν	G2036	eipen	said	said
13:57	9	αὐτοῖς	G846	autois	to them	to them
13:57	10	εἰ	G1487	ei	Only	Only
13:57	11	μὴ	G3361	mē	. . .	. . .
13:57	12	ἐν	G1722	en	in	in
13:57	13	τῇ	G3588	tē	[his]	[his]
13:57	14	πατρίδι	G3968	patridi	hometown	hometown
13:57	15	καὶ	G2532	kai	and	and
13:57	16	ἐν	G1722	en	in	in
13:57	17	τῇ	G3588	tē	-	-
13:57	18	αὐτοῦ	G846	autou	his own	his own
13:57	19	οἰκίᾳ	G3614	oikia	household	household
13:57	20	ἔστιν	G1510	estin	is	is
13:57	21	προφήτης	G4396	prophētēs	a prophet	a prophet
13:57	22	Οὐκ	G3756	Ouk	vvv	vvv
13:57	23	ἄτιμος	G820	atimos	without honor	without honor
13:58	1	καὶ	G2532	kai	And	And
13:58	2	οὐκ	G3756	ouk	vvv	vvv
13:58	3	ἐποίησεν	G4160	epoiēsen	He did not do	He did not do
13:58	4	πολλὰς	G4183	pollas	many	many
13:58	5	δυνάμεις	G1411	dynameis	miracles	miracles
13:58	6	ἐκεῖ	G1563	ekei	there	there
13:58	7	διὰ	G1223	dia	because of	because of
13:58	8	αὐτῶν	G846	autōn	their	their
13:58	9	τὴν	G3588	tēn	-	-
13:58	10	ἀπιστίαν	G570	apistian	unbelief	unbelief
14:1	1	Ἐν	G1722	En	At	At
14:1	2	ἐκείνῳ	G1565	ekeinō	that	that
14:1	3	τῷ	G3588	tō	-	-
14:1	4	καιρῷ	G2540	kairō	time	time
14:1	5	Ἡρῴδης	G2264	Hērōdēs	Herod	Herod
14:1	6	ὁ	G3588	ho	the	the
14:1	7	τετραάρχης	G5076	tetraarchēs	tetrarch	tetrarch
14:1	8	ἤκουσεν	G191	ēkousen	heard	heard
14:1	9	τὴν	G3588	tēn	the	the
14:1	10	ἀκοὴν	G189	akoēn	reports	reports
14:1	11	Ἰησοῦ	G2424	Iēsou	about Jesus	about Jesus
14:2	1	καὶ	G2532	kai	and	and
14:2	2	εἶπεν	G2036	eipen	said	said
14:2	3	τοῖς	G3588	tois	to	to
14:2	4	αὐτοῦ	G846	autou	his	his
14:2	5	παισὶν	G3816	paisin	servants	servants
14:2	6	Οὗτός	G3778	Houtos	This	This
14:2	7	ἐστιν	G1510	estin	is	is
14:2	8	Ἰωάννης	G2491	Iōannēs	John	John
14:2	9	ὁ	G3588	ho	the	the
14:2	10	Βαπτιστής	G910	Baptistēs	Baptist	Baptist
14:2	11	αὐτὸς	G846	autos	he	he
14:2	12	ἠγέρθη	G1453	ēgerthē	has risen	has risen
14:2	13	ἀπὸ	G575	apo	from	from
14:2	14	τῶν	G3588	tōn	the	the
14:2	15	νεκρῶν	G3498	nekrōn	dead	dead
14:2	16	καὶ	G2532	kai	-	-
14:2	17	τοῦτο	G3778	touto	That	That
14:2	18	διὰ	G1223	dia	is why	is why
14:2	19	αἱ	G3588	hai	-	-
14:2	20	δυνάμεις	G1411	dynameis	miraculous powers	miraculous powers
14:2	21	ἐνεργοῦσιν	G1754	energousin	are at work	are at work
14:2	22	ἐν	G1722	en	in	in
14:2	23	αὐτῷ	G846	autō	him	him
14:3	1	γὰρ	G1063	gar	[Now]	[Now]
14:3	2	Ὁ	G3588	Ho	-	-
14:3	3	Ἡρῴδης	G2264	Hērōdēs	Herod	Herod
14:3	4	κρατήσας	G2902	kratēsas	had arrested	had arrested
14:3	5	τὸν	G3588	ton	-	-
14:3	6	Ἰωάνην	G2491	Iōanēn	John	John
14:3	7	ἔδησεν	G1210	edēsen	[and] bound	[and] bound
14:3	8	αὐτὸν	G846	auton	him	him
14:3	9	καὶ	G2532	kai	and	and
14:3	10	ἀπέθετο	G659	apetheto	put [him]	put [him]
14:3	11	ἐν	G1722	en	in	in
14:3	12	φυλακῇ	G5438	phylakē	prison	prison
14:3	13	διὰ	G1223	dia	on account of	on account of
14:3	14	Ἡρῳδιάδα	G2266	Hērōdiada	Herodias	Herodias
14:3	15	τὴν	G3588	tēn	-	-
14:3	16	αὐτοῦ	G846	autou	his	his
14:3	17	τοῦ	G3588	tou	-	-
14:3	18	ἀδελφοῦ	G80	adelphou	brother	brother
14:3	19	Φιλίππου	G5376	Philippou	Philip’s	Philip’s
14:3	20	γυναῖκα	G1135	gynaika	wife	wife
14:4	1	γὰρ	G1063	gar	because	because
14:4	2	Ἰωάννης	G2491	Iōannēs	John	John
14:4	3	ἔλεγεν	G2036	elegen	had been telling	had been telling
14:4	4	αὐτῷ	G846	autō	him	him
14:4	5	ὁ	G3588	ho	-	-
14:4	6	Οὐκ	G3756	Ouk	vvv	vvv
14:4	7	ἔξεστίν	G1832	exestin	It is not lawful	It is not lawful
14:4	8	σοι	G4771	soi	for you	for you
14:4	9	ἔχειν	G2192	echein	to have	to have
14:4	10	αὐτήν	G846	autēn	her	her
14:5	1	καὶ	G2532	kai	Although	Although
14:5	2	θέλων	G2309	thelōn	[Herod] wanted	[Herod] wanted
14:5	3	ἀποκτεῖναι	G615	apokteinai	to kill	to kill
14:5	4	αὐτὸν	G846	auton	[John]	[John]
14:5	5	ἐφοβήθη	G5399	ephobēthē	he was afraid	he was afraid
14:5	6	τὸν	G3588	ton	of the	of the
14:5	7	ὄχλον	G3793	ochlon	people	people
14:5	8	ὅτι	G3754	hoti	because	because
14:5	9	εἶχον	G2192	eichon	they regarded	they regarded
14:5	10	αὐτὸν	G846	auton	[John]	[John]
14:5	11	ὡς	G5613	hōs	as	as
14:5	12	προφήτην	G4396	prophētēn	a prophet	a prophet
14:6	1	τοῦ	G3588	tou	On	On
14:6	2	Ἡρῴδου	G2264	Hērōdou	Herod’s	Herod’s
14:6	3	Γενεσίοις	G1077	Genesiois	birthday	birthday
14:6	4	γενομένοις	G1096	genomenois	. . .	. . .
14:6	5	δὲ	G1161	de	however	however
14:6	6	ἡ	G3588	hē	the	the
14:6	7	θυγάτηρ	G2364	thygatēr	daughter	daughter
14:6	8	τῆς	G3588	tēs	-	-
14:6	9	Ἡρῳδιάδος	G2266	Hērōdiados	of Herodias	of Herodias
14:6	10	ὠρχήσατο	G3738	ōrchēsato	danced	danced
14:6	11	ἐν	G1722	en	before them	before them
14:6	12	τῷ	G3588	tō	. . .	. . .
14:6	13	μέσῳ	G3319	mesō	. . .	. . .
14:6	14	καὶ	G2532	kai	and	and
14:6	15	ἤρεσεν	G700	ēresen	pleased	pleased
14:6	16	τῷ	G3588	tō	-	-
